loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,ra,dec,st_teff,st_mass,st_rad,pl_masse,pl_rade
3110,Kepler-768,Transit,1,11.3910025,,,,294.115656,38.393485,5108,0.82,0.78,,1.79
3111,Kepler-769,Transit,2,7.42608998,,,,292.713101,38.358213,6186,1.19,1.28,,2.92
3112,Kepler-769,Transit,2,15.9870174,,,,292.713101,38.358213,6186,1.19,1.28,,1.79
3113,Kepler-77,Transit,1,3.57878087,0.04501,0,0.603,289.607956,44.345425,5520,0.95,0.99,136.661,10.761
3114,Kepler-770,Transit,3,18.92540274,,,,286.490428,38.374907,5598,0.94,0.92,,2.3
3115,Kepler-770,Transit,3,1.47532231,,,,286.490428,38.374907,5598,0.94,0.92,,1.2
3116,Kepler-770,Transit,3,4.15244722,,,,286.490428,38.374907,5598,0.94,0.92,,1.4
3117,Kepler-771,Transit,1,8.73485836,,,,287.44409,38.088431,5906,1.03,1.05,,1.82
3118,Kepler-772,Transit,1,12.99207337,,,,291.423583,38.216591,5714,0.98,1.11,,1.82
3119,Kepler-773,Transit,1,3.74910006,,,,290.884667,38.057567,5850,1.04,1.01,,1.43
3120,Kepler-774,Transit,1,11.0895723,,,,291.03193,38.211956,6403,1.57,2.42,,3.17
3121,Kepler-775,Transit,1,0.97486893,,,,291.433297,41.703438,5468,0.92,0.84,,1.19
3122,Kepler-776,Transit,1,4.89718784,,,,287.27264,41.635559,5071,0.83,0.78,,1.28
3123,Kepler-777,Transit,1,5.72812599,,,,282.724059,44.346478,4043,0.58,0.56,,1.47
3124,Kepler-778,Transit,1,3.75574426,,,,287.477437,44.237514,5102,0.81,0.77,,1.68
3125,Kepler-779,Transit,1,7.09714223,,,,285.628532,44.310889,3804,0.46,0.44,,0.92
3126,Kepler-78,Transit,1,0.35501,,,,293.74169,44.44833,5089,0.84,0.75,3.1783,1.121
3127,Kepler-780,Transit,1,0.67737516,,,,281.766389,44.292549,5769,1.01,1.02,,0.89
3128,Kepler-781,Transit,1,13.2140732,,,,287.653619,47.414811,5162,0.81,0.78,,2.89
3129,Kepler-782,Transit,1,158.6853308,,,,288.868231,47.759434,5867,0.98,1.01,,3.21
3130,Kepler-783,Transit,1,4.29264638,,,,291.062936,47.484803,5521,0.93,0.89,,0.78
3131,Kepler-784,Transit,1,31.5922646,,,,295.920663,47.448616,5674,1,1.32,,1.58
3132,Kepler-785,Transit,1,1.97376093,,,,292.068304,38.842261,4739,0.77,0.71,,13.02
3133,Kepler-786,Transit,1,53.5293487,,,,293.743938,38.939276,4838,0.81,0.74,,2.43
3134,Kepler-787,Transit,1,0.9283105,,,,291.692465,38.572907,4248,0.65,0.62,,1.28
3135,Kepler-788,Transit,1,8.39846269,,,,290.000414,38.539892,6159,1.16,1.23,,2.55
3136,Kepler-789,Transit,1,8.63847725,,,,295.975153,38.946652,5870,1.01,1.02,,2.12
3137,Kepler-79,Transit,4,13.4845,0.117,0.015,1.43,300.517131,44.38158,6174,1.17,1.3,10.9,3.47
3138,Kepler-79,Transit,4,27.4029,0.187,0.03,0.62,300.517131,44.38158,6174,1.17,1.3,5.9,3.72
3139,Kepler-79,Transit,4,52.0902,0.287,0.025,0.09,300.517131,44.38158,6174,1.17,1.3,6,7.16
3140,Kepler-79,Transit,4,81.0659,0.386,0.012,0.53,300.517131,44.38158,6174,1.17,1.3,4.1,3.49
3141,Kepler-790,Transit,1,13.73469807,,,,286.917117,38.872221,5208,0.84,0.8,,2.18
3142,Kepler-791,Transit,1,14.5539759,,,,293.595841,39.029477,6383,1.3,1.47,,3.05
3143,Kepler-792,Transit,1,11.30119217,,,,292.006813,38.820733,5971,1.09,1.12,,1.96
3144,Kepler-793,Transit,1,4.24153639,,,,295.21664,38.774343,5745,0.98,0.97,,1.37
3145,Kepler-794,Transit,1,11.13125132,,,,288.133701,38.996881,5839,1.19,1.38,,2.11
3146,Kepler-795,Transit,1,29.6193421,,,,291.019046,38.54558,5631,0.94,0.96,,1.68
3147,Kepler-796,Transit,1,6.40087618,,,,287.307857,39.144731,5475,0.93,1.09,,1.3
3148,Kepler-797,Transit,1,27.07237711,,,,297.208965,41.781708,5680,0.96,0.95,,2.17
3149,Kepler-798,Transit,1,13.71933369,,,,292.478209,42.142291,6224,1.19,1.29,,2.39
3150,Kepler-799,Transit,1,133.4605235,,,,287.174894,44.878571,5681,0.95,0.93,,6.88
3151,Kepler-8,Transit,1,3.5224991,0.0474,,0.27,281.288118,42.45108,6213,1.21,1.49,187.5197,15.872
3152,Kepler-80,Transit,6,7.05246,0.0648,,1.38,296.112564,39.978779,4540,0.73,0.68,6.93,2.67
3153,Kepler-80,Transit,6,9.52355,0.0792,,1.22,296.112564,39.978779,4540,0.73,0.68,6.74,2.74
3154,Kepler-80,Transit,6,3.07222,0.0372,,7.04,296.112564,39.978779,4540,0.73,0.68,6.75,1.53
3155,Kepler-80,Transit,6,4.64489,0.0491,,3.75,296.112564,39.978779,4540,0.73,0.68,4.13,1.6
3156,Kepler-80,Transit,6,0.9867873,0.0175,,,296.112564,39.978779,4540,0.73,0.68,,1.21
3157,Kepler-80,Transit,6,14.64558,,,,296.112564,39.978779,4540,0.73,0.68,,1.13
3158,Kepler-800,Transit,1,14.13176026,,,,286.574823,44.795204,5315,0.85,0.82,,2.85
3159,Kepler-801,Transit,1,11.41928253,,,,286.075243,44.664639,4435,0.67,0.63,,2
3160,Kepler-802,Transit,1,40.0587473,,,,286.015855,45.007767,5507,0.93,0.9,,3.54
3161,Kepler-803,Transit,1,50.28638192,,,,299.221605,44.693874,5919,1.05,1.12,,3.79
3162,Kepler-804,Transit,2,14.37457351,,,,293.37227,44.785137,5817,1.01,1.05,,1.94
3163,Kepler-804,Transit,2,9.65185017,,,,293.37227,44.785137,5817,1.01,1.05,,1.14
3164,Kepler-805,Transit,1,30.8638931,,,,293.229945,45.053314,6112,1.19,1.65,,2.89
3165,Kepler-806,Transit,1,8.09219642,,,,296.007043,44.853443,5770,0.99,1.16,,1.14
3166,Kepler-807,Transit,1,117.9310878,,,,289.020172,48.119812,5965,1.04,1.06,,10.42
3167,Kepler-808,Transit,1,0.63133235,,,,291.59409,48.445614,4653,0.76,0.71,,1.46
3168,Kepler-809,Transit,1,55.63934,,,,289.083643,48.018131,5734,0.99,0.98,,3.01
3169,Kepler-81,Transit,3,5.955,,,,293.63695,42.82497,4500,0.64,0.59,,2.42
3170,Kepler-81,Transit,3,12.04,,,,293.63695,42.82497,4500,0.64,0.59,,2.37
3171,Kepler-81,Transit,3,20.837846,0.128,,,293.63695,42.82497,4500,0.64,0.59,,1.21
3172,Kepler-810,Transit,1,4.59725385,,,,296.614859,48.082645,5803,1.03,1.04,,1.93
3173,Kepler-811,Transit,1,23.58447697,,,,285.424273,47.834614,5747,1.01,1.24,,2.7
3174,Kepler-812,Transit,1,10.11716531,,,,288.85529,48.208538,6761,1.45,1.71,,3.55
3175,Kepler-813,Transit,1,19.12947337,,,,285.662694,48.435371,5743,0.95,0.93,,2.14
3176,Kepler-814,Transit,1,6.1469851,,,,284.910486,48.431644,6162,1.15,1.22,,2.12
3177,Kepler-815,Transit,1,8.57503552,,,,285.22111,47.881382,5028,1.25,3.42,,4.11
3178,Kepler-816,Transit,1,10.50682565,,,,293.362842,39.212452,5286,0.9,0.85,,10.24
3179,Kepler-817,Transit,1,3.99010623,,,,296.081856,39.161617,5861,1.03,1.03,,9.03
3180,Kepler-818,Transit,1,10.03538581,,,,296.235105,39.370343,5638,0.94,0.92,,5.11
3181,Kepler-819,Transit,1,33.1995648,,,,295.370797,39.177218,5279,0.86,0.81,,2.76
3182,Kepler-82,Transit,4,26.444,,,,292.87339,42.966137,5428,0.85,0.94,,4
3183,Kepler-82,Transit,4,51.538,,,,292.87339,42.966137,5428,0.85,0.94,,5.35
3184,Kepler-82,Transit,4,2.382961,0.034,,,292.87339,42.966137,5428,0.85,0.94,,1.77
3185,Kepler-82,Transit,4,5.902206,0.063,,,292.87339,42.966137,5428,0.85,0.94,,2.47
3186,Kepler-820,Transit,1,127.8338098,,,,291.020145,39.220678,6260,1.23,1.36,,6.09
3187,Kepler-821,Transit,1,1.92279873,,,,285.617437,39.37953,5191,0.84,0.8,,1.31
3188,Kepler-822,Transit,1,3.22296927,,,,292.276118,39.550179,5928,1.06,1.08,,1.77
3189,Kepler-823,Transit,1,4.16809082,,,,284.582577,39.220204,5643,0.98,0.96,,1.57
3190,Kepler-824,Transit,1,4.51436633,,,,290.477412,39.732009,6035,1.15,1.22,,1.87
3191,Kepler-825,Transit,2,3.77360059,,,,294.769908,39.398514,5976,1.03,1.08,,1.53
3192,Kepler-825,Transit,2,8.1818246,,,,294.769908,39.398514,5976,1.03,1.08,,1.84
3193,Kepler-826,Transit,1,4.48758907,,,,284.860139,39.240548,6079,1.05,1.15,,1.25
3194,Kepler-827,Transit,1,51.92927591,,,,294.966046,42.708569,5602,0.93,0.91,,5.63
3195,Kepler-828,Transit,1,0.56785714,,,,286.887275,42.471256,5039,0.81,0.77,,1.51
3196,Kepler-829,Transit,1,6.88337562,,,,282.332793,42.463825,5698,0.98,0.97,,2.11
3197,Kepler-83,Transit,3,9.77,,,,282.232525,43.665627,4648,0.66,0.59,,2.83
3198,Kepler-83,Transit,3,20.09,,,,282.232525,43.665627,4648,0.66,0.59,,2.36
3199,Kepler-83,Transit,3,5.169796,0.051,,,282.232525,43.665627,4648,0.66,0.59,,1.94
3200,Kepler-830,Transit,1,11.29695137,,,,295.054286,42.756847,6037,1.07,1.11,,1.7
3201,Kepler-831,Transit,1,5.62153941,,,,294.985491,42.727669,5732,0.99,0.97,,1.27
3202,Kepler-832,Transit,1,7.1396941,,,,295.926094,45.383862,5596,0.92,0.9,,2.06
3203,Kepler-833,Transit,1,18.7546998,,,,290.479954,45.6007,4339,0.64,0.62,,2.02
3204,Kepler-834,Transit,1,13.32388301,,,,287.054516,45.180374,4554,0.7,0.66,,2.02
3205,Kepler-835,Transit,1,11.41909375,,,,283.574233,45.734802,5954,1.08,1.11,,2.79
3206,Kepler-836,Transit,1,11.36112327,,,,287.452778,45.704399,5895,1.03,1.04,,2.73
3207,Kepler-837,Transit,1,16.56059504,,,,285.24667,45.950195,5403,0.85,0.81,,2.56
3208,Kepler-838,Transit,1,15.74957994,,,,285.435512,45.976021,5770,0.98,0.96,,2.73
3209,Kepler-839,Transit,1,37.8144514,,,,291.074676,45.242584,6058,1.22,1.31,,2.57
3210,Kepler-84,Transit,5,8.726,,,,298.252049,40.496077,6031,1,1.17,,2.23
3211,Kepler-84,Transit,5,12.883,,,,298.252049,40.496077,6031,1,1.17,,2.36
3212,Kepler-84,Transit,5,4.224537,0.052,,,298.252049,40.496077,6031,1,1.17,,1.38
3213,Kepler-84,Transit,5,27.434389,0.181,,,298.252049,40.496077,6031,1,1.17,,2.6
3214,Kepler-84,Transit,5,44.552169,0.25,,,298.252049,40.496077,6031,1,1.17,,2.2
3215,Kepler-840,Transit,1,2.49577962,,,,296.507394,49.457291,5920,1.04,1.06,,17.07
3216,Kepler-841,Transit,1,124.4198398,,,,284.251306,48.809612,5324,0.85,0.81,,5.23
3217,Kepler-842,Transit,1,1.21956827,,,,292.328581,49.653538,4848,0.78,0.73,,1.6
3218,Kepler-843,Transit,1,2.05387982,,,,296.321994,48.971478,5830,1.02,1.03,,2.59
3219,Kepler-844,Transit,1,2.61302086,,,,287.857729,48.774113,4128,0.59,0.57,,1.68
3220,Kepler-845,Transit,1,0.92785982,,,,290.957565,49.203812,4913,0.79,0.75,,2.04
3221,Kepler-846,Transit,1,19.80792185,,,,287.057016,49.046021,5579,0.94,0.91,,2.48
3222,Kepler-847,Transit,1,2.3432319,,,,283.504798,49.451015,4940,0.83,0.77,,1.18
3223,Kepler-848,Transit,1,6.91134416,,,,293.288273,48.811619,5695,1.01,1.2,,1.7
3224,Kepler-849,Transit,1,394.6244904,,,,290.851779,48.521339,6059,1.23,1.64,,7.14
3225,Kepler-85,Transit,4,8.306,,,,290.973429,45.290318,5436,0.92,0.89,,1.97
3226,Kepler-85,Transit,4,12.513,,,,290.973429,45.290318,5436,0.92,0.89,,2.18
3227,Kepler-85,Transit,4,17.91323,0.13,,,290.973429,45.290318,5436,0.92,0.89,,1.2
3228,Kepler-85,Transit,4,25.216751,0.163,,,290.973429,45.290318,5436,0.92,0.89,,1.27
3229,Kepler-850,Transit,1,7.19303878,,,,293.084462,48.57539,5932,1.06,1.09,,1.78
3230,Kepler-851,Transit,1,8.50699658,,,,294.680286,49.14016,5455,0.89,0.85,,1.68
3231,Kepler-852,Transit,1,44.9309804,,,,297.391593,48.560692,6100,1.19,1.16,,2.54
3232,Kepler-853,Transit,1,7.16892463,,,,283.936824,49.110325,6350,1.3,1.55,,1.69
3233,Kepler-854,Transit,1,2.14463285,,,,293.351293,43.13464,6179,1.17,1.27,,16.72
3234,Kepler-855,Transit,1,7.8866311,,,,295.09499,43.537586,5835,1.03,1.03,,8.35
3235,Kepler-856,Transit,1,8.02768059,,,,289.603836,46.314953,5535,0.96,0.93,,9.3
3236,Kepler-857,Transit,1,85.35129427,,,,294.632389,43.400467,5773,0.99,0.99,,6.8
3237,Kepler-858,Transit,1,76.13602028,,,,288.848631,51.209049,5653,0.96,0.91,,4.87
3238,Kepler-859,Transit,1,20.38177573,,,,286.741873,43.190108,5020,0.81,0.77,,3.09
3239,Kepler-860,Transit,1,5.10137945,,,,295.577265,46.254742,5836,1.04,1.06,,3.24
3240,Kepler-861,Transit,1,3.94963138,,,,292.353929,46.22628,5047,0.82,0.78,,2.28
3241,Kepler-862,Transit,1,3.14866453,,,,297.779266,46.492741,5333,0.88,0.84,,2.21
3242,Kepler-863,Transit,1,15.59461874,,,,297.664523,43.248962,5678,0.96,0.95,,2.9
3243,Kepler-864,Transit,1,5.83376092,,,,285.057092,46.320675,5754,1,1,,2.4
3244,Kepler-865,Transit,1,14.16399294,,,,297.724283,43.527435,5570,0.93,0.92,,2.49
3245,Kepler-866,Transit,1,2.61703254,,,,290.122337,43.08556,4751,0.75,0.71,,1.63
3246,Kepler-867,Transit,1,150.242127,,,,287.285313,51.249981,5541,0.92,0.91,,4.64
3247,Kepler-868,Transit,1,5.03251791,,,,282.363512,46.67524,5614,0.93,0.89,,2.05
3248,Kepler-869,Transit,1,40.4287755,,,,289.424591,50.994122,5664,0.97,0.95,,3.61
3249,Kepler-87,Transit,2,114.73635,0.481,0.036,0.729,297.916877,46.96513,5600,1.1,1.82,324.2,13.49
3250,Kepler-87,Transit,2,191.2318,0.676,0.039,0.152,297.916877,46.96513,5600,1.1,1.82,6.4,6.14
3251,Kepler-870,Transit,1,21.3587621,,,,295.402544,50.478634,5857,1.01,1.02,,2.78
3252,Kepler-871,Transit,1,22.0459018,,,,294.52711,43.36816,5993,1.11,1.14,,3.74
3253,Kepler-872,Transit,1,2.57885507,,,,295.417461,43.60564,5902,1.05,1.08,,1.99
3254,Kepler-873,Transit,1,20.5533844,,,,296.403212,51.271339,6163,1.18,1.27,,3.75
3255,Kepler-874,Transit,1,40.0686727,,,,294.95686,43.014328,6020,1.09,1.13,,3.94
3256,Kepler-875,Transit,1,27.5073799,,,,297.3013,43.141888,5958,1.06,1.11,,2.9
3257,Kepler-876,Transit,1,5.14438011,,,,283.478199,43.383781,5060,0.81,0.77,,1.43
3258,Kepler-877,Transit,1,18.45847097,,,,289.859129,46.522667,5261,0.85,0.81,,2.12
3259,Kepler-878,Transit,1,25.9422033,,,,285.296197,46.603439,5044,0.81,0.77,,1.93
3260,Kepler-879,Transit,1,33.3855938,,,,295.806573,50.909798,5792,1.02,1.02,,2.57
3261,Kepler-880,Transit,1,7.71468975,,,,281.971245,43.672771,6761,1.46,1.74,,2.66
3262,Kepler-881,Transit,1,4.44448017,,,,288.992588,46.670753,5961,1.06,1.09,,1.78
3263,Kepler-882,Transit,1,3.98953967,,,,294.649885,43.335587,5476,0.9,0.87,,1.23
3264,Kepler-883,Transit,1,12.98495573,,,,286.433673,50.300327,6116,1.06,1.09,,1.78
3265,Kepler-884,Transit,1,5.69919514,,,,292.584443,49.923161,5715,1,0.94,,1.23
3266,Kepler-885,Transit,1,18.11472949,,,,288.661559,49.737206,6187,1.21,1.35,,2.5
3267,Kepler-886,Transit,1,6.24146367,,,,286.271745,43.595234,6098,1.1,1.16,,1.52
3268,Kepler-887,Transit,2,20.42228798,,,,290.090807,39.816989,6194,1.19,1.29,,1.84
3269,Kepler-887,Transit,2,7.63846023,,,,290.090807,39.816989,6194,1.19,1.29,,1.13
3270,Kepler-888,Transit,1,70.6979061,,,,295.521206,49.738632,5875,0.97,0.9,,1.76
3271,Kepler-889,Transit,1,3.744439,,,,291.467319,50.759489,5961,1.14,1.25,,1.09
3272,Kepler-890,Transit,1,52.75875577,,,,288.435745,43.763496,5954,1.09,1.13,,8.89
3273,Kepler-891,Transit,1,53.44945593,,,,291.083797,40.355255,5887,1.06,1.07,,6.41
3274,Kepler-892,Transit,1,13.7521072,,,,283.129641,43.888241,4747,0.75,0.72,,2.81
3275,Kepler-893,Transit,1,6.33855761,,,,284.963031,43.913006,5820,1,0.99,,3.03
3276,Kepler-894,Transit,1,9.803224,,,,288.734088,46.939396,5603,0.87,0.85,,2.78
3277,Kepler-895,Transit,1,2.80624233,,,,289.290653,51.408891,4315,0.65,0.61,,1.54
3278,Kepler-896,Transit,1,144.547396,,,,282.439182,43.734486,5262,0.84,0.81,,2.53
3279,Kepler-897,Transit,1,8.0472642,,,,290.586837,51.69582,5839,1.03,1.04,,2.39
3280,Kepler-898,Transit,1,5.8706191,,,,286.585389,46.87093,4223,0.65,0.62,,1.49
3281,Kepler-899,Transit,1,19.17891293,,,,297.48258,40.68078,5595,0.93,0.91,,2.68
3282,Kepler-9,Transit,3,19.24,0.14,0.15,0.524,285.573981,38.400892,5777,1.07,1.02,80.09,9.438
3283,Kepler-9,Transit,3,38.91,0.225,0.13,0.383,285.573981,38.400892,5777,1.07,1.02,54.347,9.225
3284,Kepler-9,Transit,3,1.592851,0.0273,,,285.573981,38.400892,5777,1.07,1.02,,1.64
3285,Kepler-900,Transit,1,6.9913086,,,,296.177297,46.99902,4836,0.78,0.73,,2.08
3286,Kepler-901,Transit,1,3.51749439,,,,291.152951,40.887497,4184,0.59,0.57,,1.37
3287,Kepler-902,Transit,1,40.1099547,,,,289.731692,46.953823,5647,0.95,0.93,,2.54
3288,Kepler-903,Transit,2,10.3507721,,,,288.771018,40.664176,5682,0.98,0.97,,2.01
3289,Kepler-903,Transit,2,62.9228557,,,,288.771018,40.664176,5682,0.98,0.97,,2.53
3290,Kepler-904,Transit,1,3.02166863,,,,288.822916,40.389049,6160,1.16,1.25,,1.77
3291,Kepler-905,Transit,1,5.08274652,,,,290.051123,46.713375,5461,0.95,0.86,,1.41
3292,Kepler-906,Transit,1,41.6979976,,,,291.405561,40.125487,6035,1.06,1.02,,2.11
3293,Kepler-907,Transit,1,15.86621821,,,,285.476589,41.63274,6106,1.08,1.38,,1.2
3294,Kepler-908,Transit,1,1.34059747,,,,295.322517,39.376484,5973,1.11,1.12,,1.22
3295,Kepler-909,Transit,1,13.93290318,,,,289.506358,45.370998,6154,1.17,1.23,,1.47
3296,Kepler-91,Transit,1,6.24658,0.0731,,0.4,285.672872,44.116734,4550,1.31,6.3,257.4423,15.323
3297,Kepler-910,Transit,1,2.36436901,,,,296.047358,42.743006,6230,1.26,1.5,,0.82
3298,Kepler-911,Transit,1,20.310501,,,,298.589186,40.750689,6112,1.34,1.99,,2.6
3299,Kepler-912,Transit,1,2.53475627,,,,298.111206,41.758333,5998,1.07,1.11,,2.8
3300,Kepler-913,Transit,1,10.29672521,,,,297.583122,41.952431,4687,0.63,0.61,,2.06
3301,Kepler-914,Transit,1,4.40966548,,,,290.412001,44.89933,5877,1.1,1.15,,1.38
3302,Kepler-915,Transit,1,4.59489604,,,,290.592077,45.737137,6173,1.21,1.38,,1.5
3303,Kepler-916,Transit,1,32.2968798,,,,290.983322,45.973301,5248,0.85,0.81,,1.76
3304,Kepler-917,Transit,1,2.97041437,,,,299.05126,47.949284,5418,0.8,0.76,,1.91
3305,Kepler-918,Transit,1,4.85386933,,,,298.200719,48.267838,6028,1.11,1.14,,1.74
3306,Kepler-919,Transit,1,11.04603384,,,,298.114772,48.494404,6113,1.15,1.21,,2.25
3307,Kepler-92,Transit,3,13.749,,,,289.086058,41.562941,5883,1.21,1.7,64.3,3.51
3308,Kepler-92,Transit,3,26.723,,,,289.086058,41.562941,5883,1.21,1.7,6.1,2.6
3309,Kepler-92,Transit,3,49.3568,,0.07,,289.086058,41.562941,5883,1.21,1.7,,2.067
3310,Kepler-920,Transit,2,6.53192704,,,,284.296949,49.158676,5403,0.89,0.85,,2.42
3311,Kepler-920,Transit,2,100.8274113,,,,284.296949,49.158676,5403,0.89,0.85,,3.8
3312,Kepler-921,Transit,1,51.300634,,,,284.616205,49.190811,5663,0.93,0.91,,2.87
3313,Kepler-922,Transit,1,0.93846683,,,,284.731462,49.533195,5671,0.95,0.93,,1.42
3314,Kepler-923,Transit,1,6.93366476,,,,294.171085,40.055165,5988,1.11,1.26,,1.38
3315,Kepler-924,Transit,1,61.0370117,,,,290.668512,40.397718,6167,1.14,1.23,,3.07
3316,Kepler-925,Transit,1,33.8678531,,,,290.106539,40.490657,4673,0.77,0.72,,2.34
3317,Kepler-926,Transit,1,52.0688601,,,,289.679343,40.700466,5806,1.01,1.01,,2.31
3318,Kepler-927,Transit,1,9.1149903,,,,289.38351,41.392695,5743,0.99,0.99,,1.72
3319,Kepler-928,Transit,1,3.9324613,,,,289.920717,41.542828,4700,0.73,0.7,,1.59
3320,Kepler-929,Transit,1,0.92103214,,,,298.481124,41.615332,5869,1.01,1.02,,1.11
3321,Kepler-93,Transit,2,4.72674,,0,,291.418281,38.672354,5669,1.09,0.98,3.1783,1.569
3322,Kepler-93,Radial Velocity,2,1460,,,,291.418281,38.672354,5669,1.09,0.98,954,
3323,Kepler-930,Transit,1,71.4517775,,,,298.314444,42.247434,6335,1.25,1.4,,2.13
3324,Kepler-931,Transit,1,8.03755877,,,,297.132641,42.768253,5241,0.86,0.81,,1.33
3325,Kepler-932,Transit,1,1.9214374,,,,296.952062,43.271969,5331,0.87,0.84,,1.37
3326,Kepler-933,Transit,1,14.20443009,,,,289.568659,43.538612,5346,0.87,0.84,,2.46
3327,Kepler-934,Transit,1,55.6738309,,,,290.288467,43.755322,5001,0.81,0.77,,2.09
3328,Kepler-935,Transit,1,4.88083852,,,,295.021668,46.619217,4830,0.78,0.73,,1.35
3329,Kepler-936,Transit,1,10.56134221,,,,293.577759,46.736347,5482,0.92,0.89,,1.45
3330,Kepler-937,Transit,2,67.668827,,,,294.168805,46.714611,6095,1.15,1.22,,3.72
3331,Kepler-937,Transit,2,153.343364,,,,294.168805,46.714611,6095,1.15,1.22,,2.67
3332,Kepler-938,Transit,1,52.6298417,,,,294.789143,46.98399,5533,0.92,0.89,,2.22
3333,Kepler-939,Transit,1,14.878296,,,,293.865613,47.026829,5471,0.88,0.85,,1.75
3334,Kepler-94,Transit,2,2.50806,,,1.45,281.194747,47.497148,4781,0.81,0.76,10.84,3.51
3335,Kepler-94,Radial Velocity,2,820.3,,,,281.194747,47.497148,4781,0.81,0.76,3126,
3336,Kepler-940,Transit,1,59.6225257,,,,294.241293,47.275982,5769,0.97,0.96,,3.34
3337,Kepler-941,Transit,1,17.42395198,,,,294.326356,47.217613,5539,0.89,0.86,,3.08
3338,Kepler-942,Transit,1,44.96417488,,,,294.955114,44.149818,4861,0.81,0.75,,2.13
3339,Kepler-943,Transit,1,49.7701438,,,,284.273965,41.535023,5612,0.93,0.91,,5.93
3340,Kepler-944,Transit,1,43.3167737,,,,293.601262,42.379761,5409,0.86,0.83,,2.63
3341,Kepler-945,Transit,1,31.0033814,,,,291.269748,42.096046,5718,0.97,0.97,,2.63
3342,Kepler-946,Transit,1,11.79162572,,,,300.929606,44.02879,5665,0.94,0.93,,1.93
3343,Kepler-947,Transit,1,26.9644317,,,,294.366727,42.252678,5508,0.9,0.87,,2.28
3344,Kepler-948,Transit,1,7.76846622,,,,293.300231,41.523338,5679,0.96,0.94,,1.85
3345,Kepler-949,Transit,1,8.6893073,,,,298.607876,46.453682,5403,0.89,0.86,,2.91
3346,Kepler-95,Transit,1,11.5231,,,1.71,284.482459,44.398037,5699,1.08,1.41,13,3.42
3347,Kepler-950,Transit,1,98.7180406,,,,287.956566,41.130329,5857,1.02,1.02,,8.98
3348,Kepler-951,Transit,1,71.52530845,,,,287.73756,38.114567,4834,0.77,0.73,,5.59
3349,Kepler-952,Transit,1,130.3546919,,,,285.371949,41.993912,5730,1,0.99,,7.65
3350,Kepler-953,Transit,2,88.40655258,,,,288.971662,44.624531,5416,0.95,0.99,,4.21
3351,Kepler-953,Transit,2,9.10967112,,,,288.971662,44.624531,5416,0.95,0.99,,1.19
3352,Kepler-954,Transit,1,16.78176602,,,,295.859378,47.93951,4990,0.82,0.76,,2.32
3353,Kepler-955,Transit,1,14.53244172,,,,288.471458,40.269795,5350,0.89,0.84,,3.13
3354,Kepler-956,Transit,1,5.24867263,,,,292.530806,49.061707,6040,1.1,1.15,,3
3355,Kepler-957,Transit,1,5.90741354,,,,290.156346,48.818996,4963,0.81,0.75,,5.5
3356,Kepler-958,Transit,1,9.7678805,,,,287.256685,46.066769,5421,0.91,0.86,,2.06
3357,Kepler-959,Transit,1,14.80074836,,,,292.171168,40.811382,7005,1.6,2.01,,4.38
3358,Kepler-96,Transit,1,16.2385,,,2.26,297.069643,40.525141,5690,1,1.02,8.46,2.67
3359,Kepler-960,Transit,1,3.12686223,,,,281.457163,46.746468,4755,0.77,0.72,,2.29
3360,Kepler-961,Transit,1,16.87727414,,,,282.035496,43.631268,5582,0.96,0.9,,2.55
3361,Kepler-962,Transit,1,12.05707239,,,,295.313145,46.237488,5478,0.93,0.86,,1.97
3362,Kepler-963,Transit,1,9.97683705,,,,296.752973,45.0411,5461,0.91,0.87,,2.66
3363,Kepler-964,Transit,1,13.5225106,,,,295.30009,40.556591,5427,0.93,0.84,,2.12
3364,Kepler-965,Transit,1,134.2527298,,,,298.515338,41.891205,5886,1.05,1.15,,3.38
3365,Kepler-966,Transit,1,99.747622,,,,297.270578,50.121811,5840,1.02,1.02,,4.13
3366,Kepler-967,Transit,2,13.22713379,,,,286.558075,38.40536,5178,0.84,0.8,,2.35
3367,Kepler-967,Transit,2,198.7112502,,,,286.558075,38.40536,5178,0.84,0.8,,3.65
3368,Kepler-968,Transit,2,3.69298373,,,,285.602528,50.112038,4598,0.76,0.7,,2
3369,Kepler-968,Transit,2,5.70940492,,,,285.602528,50.112038,4598,0.76,0.7,,1.69
3370,Kepler-969,Transit,2,34.1731714,,,,288.372508,47.933556,5214,0.92,0.82,,2.07
3371,Kepler-969,Transit,2,1.6829346,,,,288.372508,47.933556,5214,0.92,0.82,,0.99
3372,Kepler-97,Transit,2,2.58664,,,5.44,287.326624,48.673431,5779,0.94,0.98,3.51,1.48
3373,Kepler-97,Radial Velocity,2,789,,,,287.326624,48.673431,5779,0.94,0.98,344,
3374,Kepler-970,Transit,1,16.73652231,,,,289.62523,40.708726,4511,0.7,0.67,,2.77
3375,Kepler-971,Transit,1,9.59070716,,,,284.094587,41.182821,5431,0.88,0.85,,2.13
3376,Kepler-972,Transit,1,7.03932553,,,,295.828703,43.425495,6146,1.15,1.22,,4.65
3377,Kepler-973,Transit,1,49.6077331,,,,290.165258,49.923862,5213,0.86,0.78,,1.96
3378,Kepler-974,Transit,1,4.19449651,,,,285.013102,40.220753,3687,0.52,0.5,,1.57
